id_linha,id_pedido,data_pedido,data_envio,modo_envio,id_cliente,nome_cliente,segmento,pais,cidade,estado,codigo_postal,regiao,id_produto,categoria,subcategoria,nome_produto,vendas
4202,CA-2016-143105,2016-12-10,2016-12-10,Mesmo dia,MA-17560,Matt Abelman,Home office,Estados Unidos,New York City,New York,10024.0,Leste,OFF-PA-10002713,Material de escritorio,Papel,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41.28
4203,CA-2016-143105,2016-12-10,2016-12-10,Mesmo dia,MA-17560,Matt Abelman,Home office,Estados Unidos,New York City,New York,10024.0,Leste,OFF-PA-10002254,Material de escritorio,Papel,Xerox 1883,184.66
4204,CA-2015-145387,2015-10-31,2015-11-02,Segunda classe,AM-10705,Anne McFarland,Consumidor,Estados Unidos,Cranston,Rhode Island,2920.0,Leste,OFF-AR-10001683,Material de escritorio,Arte,Lumber Crayons,49.25
4205,CA-2015-145387,2015-10-31,2015-11-02,Segunda classe,AM-10705,Anne McFarland,Consumidor,Estados Unidos,Cranston,Rhode Island,2920.0,Leste,OFF-PA-10002195,Material de escritorio,Papel,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.16
4206,CA-2015-145387,2015-10-31,2015-11-02,Segunda classe,AM-10705,Anne McFarland,Consumidor,Estados Unidos,Cranston,Rhode Island,2920.0,Leste,FUR-FU-10002364,Moveis,Mobiliario,"Eldon Expressions Wood Desk Accessories, Oak",14.76
4207,CA-2015-145387,2015-10-31,2015-11-02,Segunda classe,AM-10705,Anne McFarland,Consumidor,Estados Unidos,Cranston,Rhode Island,2920.0,Leste,OFF-BI-10004001,Material de escritorio,Pastas,GBC Recycled VeloBinder Covers,34.08
4208,CA-2015-145387,2015-10-31,2015-11-02,Segunda classe,AM-10705,Anne McFarland,Consumidor,Estados Unidos,Cranston,Rhode Island,2920.0,Leste,FUR-FU-10000023,Moveis,Mobiliario,Eldon Wave Desk Accessories,17.67
4209,CA-2015-145387,2015-10-31,2015-11-02,Segunda classe,AM-10705,Anne McFarland,Consumidor,Estados Unidos,Cranston,Rhode Island,2920.0,Leste,FUR-CH-10002320,Moveis,Cadeiras,Hon Pagoda Stacking Chairs,1604.9
4210,CA-2015-145387,2015-10-31,2015-11-02,Segunda classe,AM-10705,Anne McFarland,Consumidor,Estados Unidos,Cranston,Rhode Island,2920.0,Leste,FUR-TA-10003238,Moveis,Mesas,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",385.686
4211,CA-2018-109715,2018-12-09,2018-12-14,Classe padrao,AH-10585,Angele Hood,Consumidor,Estados Unidos,Chicago,Illinois,60623.0,Centro,OFF-PA-10004965,Material de escritorio,Papel,Xerox 1921,15.984
4212,CA-2015-166457,2015-05-05,2015-05-09,Segunda classe,PF-19120,Peter Fuller,Consumidor,Estados Unidos,Richmond,Kentucky,40475.0,Sul,OFF-PA-10003016,Material de escritorio,Papel,"Adams ""While You Were Out"" Message Pads",9.42
4213,CA-2015-166457,2015-05-05,2015-05-09,Segunda classe,PF-19120,Peter Fuller,Consumidor,Estados Unidos,Richmond,Kentucky,40475.0,Sul,OFF-AR-10003651,Material de escritorio,Arte,Newell 350,6.56
4214,CA-2015-166457,2015-05-05,2015-05-09,Segunda classe,PF-19120,Peter Fuller,Consumidor,Estados Unidos,Richmond,Kentucky,40475.0,Sul,OFF-PA-10001363,Material de escritorio,Papel,Xerox 1933,24.56
4215,CA-2017-164637,2017-03-04,2017-03-08,Classe padrao,RD-19480,Rick Duston,Consumidor,Estados Unidos,Mishawaka,Indiana,46544.0,Centro,OFF-BI-10003876,Material de escritorio,Pastas,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4
4216,CA-2015-103590,2015-11-30,2015-12-04,Classe padrao,JL-15505,Jeremy Lonsdale,Consumidor,Estados Unidos,Mount Vernon,New York,10550.0,Leste,OFF-EN-10004007,Material de escritorio,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28
4217,CA-2016-111234,2016-02-18,2016-02-22,Classe padrao,AB-10600,Ann Blume,Corporativo,Estados Unidos,Los Angeles,California,90004.0,Oeste,OFF-LA-10002271,Material de escritorio,Etiquetas,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24
4218,CA-2018-149881,2018-04-01,2018-04-03,Primeira classe,NC-18535,Nick Crebassa,Corporativo,Estados Unidos,San Francisco,California,94110.0,Oeste,FUR-BO-10003894,Moveis,Estantes,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.664
4219,CA-2018-149881,2018-04-01,2018-04-03,Primeira classe,NC-18535,Nick Crebassa,Corporativo,Estados Unidos,San Francisco,California,94110.0,Oeste,TEC-MA-10000418,Tecnologia,Maquinas,Cubify CubeX 3D Printer Double Head Print,4799.984
4220,CA-2018-134565,2018-06-11,2018-06-13,Segunda classe,TB-21400,Tom Boeckenhauer,Consumidor,Estados Unidos,Seattle,Washington,98103.0,Oeste,OFF-PA-10004243,Material de escritorio,Papel,Xerox 1939,37.94
4221,CA-2018-134565,2018-06-11,2018-06-13,Segunda classe,TB-21400,Tom Boeckenhauer,Consumidor,Estados Unidos,Seattle,Washington,98103.0,Oeste,OFF-BI-10001759,Material de escritorio,Pastas,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288
4222,CA-2018-134565,2018-06-11,2018-06-13,Segunda classe,TB-21400,Tom Boeckenhauer,Consumidor,Estados Unidos,Seattle,Washington,98103.0,Oeste,TEC-MA-10001570,Tecnologia,Maquinas,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8
4223,CA-2018-134565,2018-06-11,2018-06-13,Segunda classe,TB-21400,Tom Boeckenhauer,Consumidor,Estados Unidos,Seattle,Washington,98103.0,Oeste,OFF-ST-10004804,Material de escritorio,Armazenamento,"Belkin 19"" Vented Equipment Shelf, Black",102.96
4224,CA-2018-134565,2018-06-11,2018-06-13,Segunda classe,TB-21400,Tom Boeckenhauer,Consumidor,Estados Unidos,Seattle,Washington,98103.0,Oeste,FUR-BO-10001519,Moveis,Estantes,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.42
4225,CA-2017-108644,2017-09-30,2017-10-03,Primeira classe,SJ-20215,Sarah Jordon,Consumidor,Estados Unidos,Quincy,Illinois,62301.0,Centro,OFF-BI-10000343,Material de escritorio,Pastas,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964
4226,US-2015-102631,2015-12-13,2015-12-17,Classe padrao,EB-13840,Ellis Ballard,Corporativo,Estados Unidos,Chicago,Illinois,60623.0,Centro,FUR-FU-10003930,Moveis,Mobiliario,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94.428
4227,CA-2018-120327,2018-11-11,2018-11-16,Classe padrao,WB-21850,William Brown,Consumidor,Estados Unidos,Urbandale,Iowa,50322.0,Centro,OFF-FA-10004854,Material de escritorio,Fixadores,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92
4228,CA-2016-154970,2016-01-05,2016-01-10,Classe padrao,SR-20740,Steven Roelle,Home office,Estados Unidos,Seattle,Washington,98103.0,Oeste,FUR-CH-10003396,Moveis,Cadeiras,Global Deluxe Steno Chair,61.584
4229,CA-2017-113803,2017-03-24,2017-03-26,Primeira classe,VG-21805,Vivek Grady,Corporativo,Estados Unidos,Richmond,Indiana,47374.0,Centro,OFF-PA-10001994,Material de escritorio,Papel,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22.48
4230,CA-2018-100223,2018-07-05,2018-07-10,Classe padrao,LS-16945,Linda Southworth,Corporativo,Estados Unidos,Dallas,Texas,75220.0,Centro,FUR-FU-10003601,Moveis,Mobiliario,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.028
4231,CA-2018-100223,2018-07-05,2018-07-10,Classe padrao,LS-16945,Linda Southworth,Corporativo,Estados Unidos,Dallas,Texas,75220.0,Centro,OFF-BI-10003429,Material de escritorio,Pastas,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.394
4232,CA-2018-100223,2018-07-05,2018-07-10,Classe padrao,LS-16945,Linda Southworth,Corporativo,Estados Unidos,Dallas,Texas,75220.0,Centro,OFF-PA-10000232,Material de escritorio,Papel,Xerox 1975,15.552
4233,CA-2018-100223,2018-07-05,2018-07-10,Classe padrao,LS-16945,Linda Southworth,Corporativo,Estados Unidos,Dallas,Texas,75220.0,Centro,OFF-PA-10002195,Material de escritorio,Papel,Xerox 1966,31.104
4234,CA-2018-100223,2018-07-05,2018-07-10,Classe padrao,LS-16945,Linda Southworth,Corporativo,Estados Unidos,Dallas,Texas,75220.0,Centro,OFF-BI-10004492,Material de escritorio,Pastas,Tuf-Vin Binders,6.316
4235,CA-2015-168823,2015-09-21,2015-09-24,Primeira classe,MA-17560,Matt Abelman,Home office,Estados Unidos,Philadelphia,Pennsylvania,19143.0,Leste,OFF-PA-10004000,Material de escritorio,Papel,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352
4236,CA-2015-168823,2015-09-21,2015-09-24,Primeira classe,MA-17560,Matt Abelman,Home office,Estados Unidos,Philadelphia,Pennsylvania,19143.0,Leste,OFF-LA-10004425,Material de escritorio,Etiquetas,Staple-on labels,20.808
4237,CA-2017-162404,2017-07-23,2017-07-27,Classe padrao,NF-18475,Neil Französisch,Home office,Estados Unidos,Rockford,Illinois,61107.0,Centro,OFF-BI-10000948,Material de escritorio,Pastas,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416
4238,CA-2018-104024,2018-08-29,2018-09-03,Segunda classe,MD-17860,Michael Dominguez,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,OFF-AR-10001972,Material de escritorio,Arte,Newell 323,9.408
4239,CA-2018-147144,2018-03-26,2018-03-28,Primeira classe,MZ-17335,Maria Zettner,Home office,Estados Unidos,Seattle,Washington,98105.0,Oeste,OFF-AR-10004587,Material de escritorio,Arte,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83
4240,CA-2018-158673,2018-12-29,2019-01-04,Classe padrao,KB-16600,Ken Brennan,Corporativo,Estados Unidos,Grand Rapids,Michigan,49505.0,Centro,OFF-PA-10000994,Material de escritorio,Papel,Xerox 1915,209.7
4241,CA-2015-133704,2015-09-20,2015-09-26,Classe padrao,MA-17995,Michelle Arnett,Home office,Estados Unidos,Los Angeles,California,90004.0,Oeste,OFF-AP-10001366,Material de escritorio,Eletrodomesticos,Staple holder,43.92
4242,CA-2015-133704,2015-09-20,2015-09-26,Classe padrao,MA-17995,Michelle Arnett,Home office,Estados Unidos,Los Angeles,California,90004.0,Oeste,OFF-BI-10001636,Material de escritorio,Pastas,Ibico Plastic and Wire Spiral Binding Combs,20.232
4243,CA-2017-159142,2017-04-04,2017-04-05,Primeira classe,ME-17320,Maria Etezadi,Home office,Estados Unidos,Springfield,Virginia,22153.0,Sul,TEC-PH-10001448,Tecnologia,Telefones,Anker Astro 15000mAh USB Portable Charger,149.97
4244,CA-2017-159142,2017-04-04,2017-04-05,Primeira classe,ME-17320,Maria Etezadi,Home office,Estados Unidos,Springfield,Virginia,22153.0,Sul,OFF-PA-10001776,Material de escritorio,Papel,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81
4245,CA-2015-138436,2015-03-26,2015-03-30,Classe padrao,JD-15895,Jonathan Doherty,Corporativo,Estados Unidos,Los Angeles,California,90036.0,Oeste,TEC-AC-10002323,Tecnologia,Acessorios,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3
4246,CA-2018-117702,2018-11-28,2018-12-04,Classe padrao,LS-16975,Lindsay Shagiari,Home office,Estados Unidos,Baltimore,Maryland,21215.0,Leste,OFF-AR-10004582,Material de escritorio,Arte,BIC Brite Liner Grip Highlighters,1.64
4247,CA-2018-117702,2018-11-28,2018-12-04,Classe padrao,LS-16975,Lindsay Shagiari,Home office,Estados Unidos,Baltimore,Maryland,21215.0,Leste,FUR-FU-10000576,Moveis,Mobiliario,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2
4248,CA-2018-117702,2018-11-28,2018-12-04,Classe padrao,LS-16975,Lindsay Shagiari,Home office,Estados Unidos,Baltimore,Maryland,21215.0,Leste,FUR-FU-10004270,Moveis,Mobiliario,"Eldon Image Series Desk Accessories, Burgundy",20.9
4249,CA-2017-157336,2017-12-01,2017-12-05,Segunda classe,SJ-20500,Shirley Jackson,Consumidor,Estados Unidos,Fairfield,Connecticut,6824.0,Leste,OFF-BI-10004236,Material de escritorio,Pastas,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08
4250,CA-2017-157336,2017-12-01,2017-12-05,Segunda classe,SJ-20500,Shirley Jackson,Consumidor,Estados Unidos,Fairfield,Connecticut,6824.0,Leste,FUR-CH-10004997,Moveis,Cadeiras,Hon Every-Day Series Multi-Task Chairs,751.92
4251,CA-2015-168130,2015-09-19,2015-09-19,Mesmo dia,BS-11365,Bill Shonely,Corporativo,Estados Unidos,New York City,New York,10011.0,Leste,FUR-CH-10000988,Moveis,Cadeiras,Hon Olson Stacker Stools,887.103
4252,CA-2016-155068,2016-10-23,2016-10-23,Mesmo dia,RA-19285,Ralph Arnett,Consumidor,Estados Unidos,Lakeland,Florida,33801.0,Sul,TEC-PH-10004897,Tecnologia,Telefones,Mediabridge Sport Armband iPhone 5s,55.944
4253,CA-2016-155068,2016-10-23,2016-10-23,Mesmo dia,RA-19285,Ralph Arnett,Consumidor,Estados Unidos,Lakeland,Florida,33801.0,Sul,OFF-AR-10002656,Material de escritorio,Arte,Sanford Liquid Accent Highlighters,10.688
4254,CA-2016-155068,2016-10-23,2016-10-23,Mesmo dia,RA-19285,Ralph Arnett,Consumidor,Estados Unidos,Lakeland,Florida,33801.0,Sul,TEC-PH-10004924,Tecnologia,Telefones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",11.824
4255,CA-2018-163160,2018-10-13,2018-10-16,Primeira classe,TS-21610,Troy Staebel,Consumidor,Estados Unidos,Freeport,Illinois,61032.0,Centro,OFF-PA-10003127,Material de escritorio,Papel,Easy-staple paper,63.312
4256,CA-2018-163160,2018-10-13,2018-10-16,Primeira classe,TS-21610,Troy Staebel,Consumidor,Estados Unidos,Freeport,Illinois,61032.0,Centro,OFF-BI-10000778,Material de escritorio,Pastas,GBC VeloBinder Electric Binding Machine,96.784
4257,CA-2018-163160,2018-10-13,2018-10-16,Primeira classe,TS-21610,Troy Staebel,Consumidor,Estados Unidos,Freeport,Illinois,61032.0,Centro,FUR-FU-10001424,Moveis,Mobiliario,Dax Clear Box Frame,10.476
4258,CA-2016-101924,2016-09-04,2016-09-09,Classe padrao,KB-16585,Ken Black,Corporativo,Estados Unidos,Medford,Oregon,97504.0,Oeste,OFF-BI-10000962,Material de escritorio,Pastas,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762
4259,CA-2017-124793,2017-03-14,2017-03-16,Primeira classe,MM-18280,Muhammed MacIntyre,Corporativo,Estados Unidos,Seattle,Washington,98103.0,Oeste,FUR-CH-10002880,Moveis,Cadeiras,"Global High-Back Leather Tilter, Burgundy",196.784
4260,CA-2018-118367,2018-10-28,2018-11-02,Segunda classe,LO-17170,Lori Olson,Corporativo,Estados Unidos,New York City,New York,10035.0,Leste,OFF-EN-10004386,Material de escritorio,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47.98
4261,CA-2018-164819,2018-10-15,2018-10-19,Segunda classe,RS-19420,Ricardo Sperren,Corporativo,Estados Unidos,Fairfield,Connecticut,6824.0,Leste,OFF-LA-10001045,Material de escritorio,Etiquetas,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05
4262,CA-2018-158344,2018-08-07,2018-08-11,Classe padrao,CC-12475,Cindy Chapman,Consumidor,Estados Unidos,Moorhead,Minnesota,56560.0,Centro,TEC-AC-10002006,Tecnologia,Acessorios,Memorex Micro Travel Drive 16 GB,63.96
4263,CA-2018-123351,2018-09-21,2018-09-25,Classe padrao,KT-16480,Kean Thornton,Consumidor,Estados Unidos,Columbus,Georgia,31907.0,Sul,OFF-AP-10001242,Material de escritorio,Eletrodomesticos,APC 7 Outlet Network SurgeArrest Surge Protector,80.48
4264,CA-2018-110429,2018-11-03,2018-11-08,Classe padrao,DM-13015,Darrin Martin,Consumidor,Estados Unidos,Philadelphia,Pennsylvania,19143.0,Leste,OFF-BI-10000216,Material de escritorio,Pastas,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673
4265,US-2017-131611,2017-11-05,2017-11-09,Classe padrao,EP-13915,Emily Phan,Consumidor,Estados Unidos,Houston,Texas,77036.0,Centro,FUR-TA-10002774,Moveis,Mesas,Laminate Occasional Tables,863.128
4266,US-2017-131611,2017-11-05,2017-11-09,Classe padrao,EP-13915,Emily Phan,Consumidor,Estados Unidos,Houston,Texas,77036.0,Centro,OFF-BI-10004364,Material de escritorio,Pastas,Storex Dura Pro Binders,3.564
4267,US-2017-131611,2017-11-05,2017-11-09,Classe padrao,EP-13915,Emily Phan,Consumidor,Estados Unidos,Houston,Texas,77036.0,Centro,FUR-BO-10000780,Moveis,Estantes,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648
4268,US-2017-131611,2017-11-05,2017-11-09,Classe padrao,EP-13915,Emily Phan,Consumidor,Estados Unidos,Houston,Texas,77036.0,Centro,OFF-BI-10001989,Material de escritorio,Pastas,Premium Transparent Presentation Covers by GBC,12.588
4269,US-2017-131611,2017-11-05,2017-11-09,Classe padrao,EP-13915,Emily Phan,Consumidor,Estados Unidos,Houston,Texas,77036.0,Centro,TEC-AC-10004001,Tecnologia,Acessorios,Logitech Wireless Headset H600 Over-The-Head Design,171.96
4270,US-2018-124821,2018-06-25,2018-06-29,Segunda classe,AM-10705,Anne McFarland,Consumidor,Estados Unidos,Seattle,Washington,98115.0,Oeste,FUR-TA-10000688,Moveis,Mesas,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4
4271,CA-2016-166975,2016-11-26,2016-11-30,Classe padrao,SH-20635,Stefanie Holloman,Corporativo,Estados Unidos,Jackson,Tennessee,38301.0,Sul,FUR-FU-10003930,Moveis,Mobiliario,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472
4272,CA-2017-123806,2017-11-24,2017-11-27,Segunda classe,LA-16780,Laura Armstrong,Corporativo,Estados Unidos,Baltimore,Maryland,21215.0,Leste,FUR-FU-10000965,Moveis,Mobiliario,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76
4273,US-2018-158505,2018-07-21,2018-07-21,Mesmo dia,SF-20200,Sarah Foster,Consumidor,Estados Unidos,Murray,Utah,84107.0,Oeste,TEC-PH-10004071,Tecnologia,Telefones,PayAnywhere Card Reader,71.928
4274,US-2018-158505,2018-07-21,2018-07-21,Mesmo dia,SF-20200,Sarah Foster,Consumidor,Estados Unidos,Murray,Utah,84107.0,Oeste,OFF-AR-10001044,Material de escritorio,Arte,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99
4275,CA-2016-142692,2016-10-23,2016-10-28,Classe padrao,AG-10495,Andrew Gjertsen,Corporativo,Estados Unidos,Seattle,Washington,98105.0,Oeste,OFF-BI-10004140,Material de escritorio,Pastas,Avery Non-Stick Binders,3.592
4276,CA-2016-123456,2016-07-09,2016-07-13,Classe padrao,KN-16450,Kean Nguyen,Corporativo,Estados Unidos,Dallas,Texas,75220.0,Centro,OFF-AP-10002684,Material de escritorio,Eletrodomesticos,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.632
4277,CA-2018-151358,2018-08-18,2018-08-22,Classe padrao,NF-18595,Nicole Fjeld,Home office,Estados Unidos,Seattle,Washington,98105.0,Oeste,OFF-ST-10000046,Material de escritorio,Armazenamento,Fellowes Super Stor/Drawer Files,323.1
4278,US-2017-107440,2017-04-16,2017-04-20,Classe padrao,BS-11365,Bill Shonely,Corporativo,Estados Unidos,Lakewood,New Jersey,8701.0,Leste,TEC-MA-10001047,Tecnologia,Maquinas,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93
4279,US-2017-107440,2017-04-16,2017-04-20,Classe padrao,BS-11365,Bill Shonely,Corporativo,Estados Unidos,Lakewood,New Jersey,8701.0,Leste,FUR-FU-10000550,Moveis,Mobiliario,Stacking Trays by OIC,9.96
4280,US-2017-107440,2017-04-16,2017-04-20,Classe padrao,BS-11365,Bill Shonely,Corporativo,Estados Unidos,Lakewood,New Jersey,8701.0,Leste,OFF-BI-10002432,Material de escritorio,Pastas,Wilson Jones Standard D-Ring Binders,25.3
4281,CA-2015-166989,2015-11-14,2015-11-18,Classe padrao,RM-19675,Robert Marley,Home office,Estados Unidos,New York City,New York,10011.0,Leste,OFF-PA-10004470,Material de escritorio,Papel,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36
4282,CA-2015-166989,2015-11-14,2015-11-18,Classe padrao,RM-19675,Robert Marley,Home office,Estados Unidos,New York City,New York,10011.0,Leste,FUR-CH-10001797,Moveis,Cadeiras,"Safco Chair Connectors, 6/Carton",69.264
4283,CA-2015-103100,2015-12-20,2015-12-23,Primeira classe,AB-10105,Adrian Barton,Consumidor,Estados Unidos,Indianapolis,Indiana,46203.0,Centro,OFF-LA-10003720,Material de escritorio,Etiquetas,Avery 487,3.69
4284,CA-2015-103100,2015-12-20,2015-12-23,Primeira classe,AB-10105,Adrian Barton,Consumidor,Estados Unidos,Indianapolis,Indiana,46203.0,Centro,OFF-BI-10004600,Material de escritorio,Pastas,Ibico Ibimaster 300 Manual Binding System,1103.97
4285,CA-2016-105690,2016-11-21,2016-11-26,Segunda classe,CA-11965,Carol Adams,Corporativo,Estados Unidos,Port Arthur,Texas,77642.0,Centro,FUR-BO-10003965,Moveis,Estantes,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,246.1328
4286,CA-2016-105690,2016-11-21,2016-11-26,Segunda classe,CA-11965,Carol Adams,Corporativo,Estados Unidos,Port Arthur,Texas,77642.0,Centro,OFF-LA-10000240,Material de escritorio,Etiquetas,Self-Adhesive Address Labels for Typewriters by Universal,11.696
4287,CA-2016-105690,2016-11-21,2016-11-26,Segunda classe,CA-11965,Carol Adams,Corporativo,Estados Unidos,Port Arthur,Texas,77642.0,Centro,TEC-CO-10001571,Tecnologia,Copiadoras,Sharp 1540cs Digital Laser Copier,439.992
4288,CA-2018-127516,2018-12-28,2019-01-03,Classe padrao,EH-14005,Erica Hernandez,Home office,Estados Unidos,Nashville,Tennessee,37211.0,Sul,OFF-ST-10000736,Material de escritorio,Armazenamento,Carina Double Wide Media Storage Towers in Natural & Black,64.784
4289,US-2016-117184,2016-05-17,2016-05-21,Classe padrao,ON-18715,Odella Nelson,Corporativo,Estados Unidos,Houston,Texas,77095.0,Centro,OFF-BI-10002082,Material de escritorio,Pastas,GBC Twin Loop Wire Binding Elements,33.28
4290,US-2016-117184,2016-05-17,2016-05-21,Classe padrao,ON-18715,Odella Nelson,Corporativo,Estados Unidos,Houston,Texas,77095.0,Centro,OFF-PA-10002250,Material de escritorio,Papel,Things To Do Today Pad,14.088
4291,CA-2018-102407,2018-12-09,2018-12-13,Segunda classe,AT-10435,Alyssa Tate,Home office,Estados Unidos,Los Angeles,California,90004.0,Oeste,OFF-AR-10000122,Material de escritorio,Arte,Newell 314,11.16
4292,CA-2018-102407,2018-12-09,2018-12-13,Segunda classe,AT-10435,Alyssa Tate,Home office,Estados Unidos,Los Angeles,California,90004.0,Oeste,FUR-TA-10003748,Moveis,Mesas,Bevis 36 x 72 Conference Tables,896.328
4293,CA-2018-102407,2018-12-09,2018-12-13,Segunda classe,AT-10435,Alyssa Tate,Home office,Estados Unidos,Los Angeles,California,90004.0,Oeste,OFF-AP-10001394,Material de escritorio,Eletrodomesticos,Harmony Air Purifier,189.0
4294,CA-2018-130967,2018-03-10,2018-03-16,Classe padrao,EB-13870,Emily Burns,Consumidor,Estados Unidos,Philadelphia,Pennsylvania,19140.0,Leste,TEC-PH-10004896,Tecnologia,Telefones,Nokia Lumia 521 (T-Mobile),53.982
4295,CA-2018-101581,2018-10-22,2018-10-27,Classe padrao,DW-13195,David Wiener,Corporativo,Estados Unidos,Redmond,Oregon,97756.0,Oeste,FUR-TA-10002607,Moveis,Mesas,KI Conference Tables,177.225
4296,CA-2018-169124,2018-07-03,2018-07-10,Classe padrao,MB-17305,Maria Bertelson,Consumidor,Estados Unidos,Citrus Heights,California,95610.0,Oeste,FUR-FU-10001215,Moveis,Mobiliario,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39
4297,CA-2018-117261,2018-09-04,2018-09-10,Classe padrao,TH-21235,Tiffany House,Corporativo,Estados Unidos,Los Angeles,California,90032.0,Oeste,OFF-ST-10000419,Material de escritorio,Armazenamento,"Rogers Jumbo File, Granite",54.32
4298,CA-2018-129021,2018-08-23,2018-08-26,Segunda classe,PO-18850,Patrick O'Brill,Consumidor,Estados Unidos,Tallahassee,Florida,32303.0,Sul,TEC-PH-10001459,Tecnologia,Telefones,Samsung Galaxy Mega 6.3,4367.896
4299,CA-2018-129021,2018-08-23,2018-08-26,Segunda classe,PO-18850,Patrick O'Brill,Consumidor,Estados Unidos,Tallahassee,Florida,32303.0,Sul,OFF-PA-10000241,Material de escritorio,Papel,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",49.568
4300,CA-2018-129021,2018-08-23,2018-08-26,Segunda classe,PO-18850,Patrick O'Brill,Consumidor,Estados Unidos,Tallahassee,Florida,32303.0,Sul,OFF-AP-10003040,Material de escritorio,Eletrodomesticos,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.376
4301,CA-2018-129021,2018-08-23,2018-08-26,Segunda classe,PO-18850,Patrick O'Brill,Consumidor,Estados Unidos,Tallahassee,Florida,32303.0,Sul,FUR-FU-10001852,Moveis,Mobiliario,"Eldon Regeneration Recycled Desk Accessories, Smoke",2.784
4302,CA-2018-129021,2018-08-23,2018-08-26,Segunda classe,PO-18850,Patrick O'Brill,Consumidor,Estados Unidos,Tallahassee,Florida,32303.0,Sul,OFF-PA-10000141,Material de escritorio,Papel,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72
4303,CA-2015-123253,2015-08-22,2015-08-25,Segunda classe,DE-13255,Deanra Eno,Home office,Estados Unidos,Lakewood,Ohio,44107.0,Leste,OFF-AR-10002804,Material de escritorio,Arte,Faber Castell Col-Erase Pencils,3.912
4304,CA-2017-121601,2017-10-04,2017-10-04,Mesmo dia,MO-17500,Mary O'Rourke,Consumidor,Estados Unidos,The Colony,Texas,75056.0,Centro,OFF-EN-10003862,Material de escritorio,Envelopes,Laser & Ink Jet Business Envelopes,59.752
4305,CA-2015-162278,2015-10-26,2015-10-30,Segunda classe,AH-10585,Angele Hood,Consumidor,Estados Unidos,Seattle,Washington,98105.0,Oeste,FUR-FU-10000448,Moveis,Mobiliario,Tenex Chairmats For Use With Carpeted Floors,63.92
4306,CA-2015-162278,2015-10-26,2015-10-30,Segunda classe,AH-10585,Angele Hood,Consumidor,Estados Unidos,Seattle,Washington,98105.0,Oeste,TEC-PH-10000526,Tecnologia,Telefones,Vtech CS6719,383.96
4307,CA-2017-161095,2017-06-28,2017-06-28,Mesmo dia,CS-12250,Chris Selesnick,Corporativo,Estados Unidos,Los Angeles,California,90032.0,Oeste,OFF-BI-10002764,Material de escritorio,Pastas,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752
